JUDGE,LOT_ID,PANEL_ID,TIME_1BLACK,TIME_2AG,TIME_3BUS,TIME_4DIELEC,TIME_5MGO,TIME_6PHOS,TIME_7PASTE,TIME_8AGING,MC_1BLACK_1PRINT,MC_1BLACK_2RTD,MC_2AG_1PRINT,MC_2AG_2RTD,MC_2AG_3EXPOSURE,MC_3BUS_1DEVELOP,MC_3BUS_2FIRE,MC_4DIELEC_1FIRE,MC_5MGO,MC_6PHOS_1R_1DISPENSER,MC_6PHOS_1R_2DRY,MC_6PHOS_2G_1DISPENSER,MC_6PHOS_2G_2DRY,MC_6PHOS_3B_1DISPENSER,MC_6PHOS_4FIRE,MC_7PASTE,MC_8AGING
양품,LOT-130,PNL-12,2019-04-19T04:21,2019-04-19T09:41,2019-04-19T15:21,2019-04-24T18:01,2019-04-29T08:01,2019-04-22T00:11,2019-04-29T17:01,2019-04-29T18:41,2호기,1호기,2호기,1호기,1호기,1호기,1호기,2호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기,1호기,2호기
명점,LOT-130,PNL-13,2019-04-19T05:06,2019-04-19T10:26,2019-04-19T16:06,2019-04-24T18:46,2019-04-29T08:46,2019-04-22T00:56,2019-04-29T17:46,2019-04-29T19:26,2호기,1호기,2호기,1호기,1호기,1호기,1호기,2호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기,1호기,2호기
양품,LOT-130,PNL-14,2019-04-19T05:50,2019-04-19T11:10,2019-04-19T16:50,2019-04-24T19:30,2019-04-29T09:30,2019-04-22T01:40,2019-04-29T18:30,2019-04-29T20:10,2호기,1호기,2호기,1호기,1호기,1호기,1호기,2호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기,1호기,2호기
양품,LOT-130,PNL-15,2019-04-19T06:34,2019-04-19T11:54,2019-04-19T17:34,2019-04-24T20:14,2019-04-29T10:14,2019-04-22T02:24,2019-04-29T19:14,2019-04-29T20:54,2호기,1호기,2호기,1호기,1호기,1호기,1호기,2호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기,1호기,2호기
양품,LOT-130,PNL-16,2019-04-19T07:18,2019-04-19T12:38,2019-04-19T18:18,2019-04-24T20:58,2019-04-29T10:58,2019-04-22T03:08,2019-04-29T19:58,2019-04-29T21:38,2호기,1호기,2호기,1호기,1호기,1호기,1호기,2호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기,1호기,2호기
양품,LOT-130,PNL-17,2019-04-19T08:03,2019-04-19T13:23,2019-04-19T19:03,2019-04-24T21:43,2019-04-29T11:43,2019-04-22T03:53,2019-04-29T20:43,2019-04-29T22:23,2호기,1호기,2호기,1호기,1호기,1호기,1호기,2호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기,1호기,2호기
양품,LOT-130,PNL-18,2019-04-19T08:47,2019-04-19T14:07,2019-04-19T19:47,2019-04-24T22:27,2019-04-29T12:27,2019-04-22T04:37,2019-04-29T21:27,2019-04-29T23:07,2호기,1호기,2호기,1호기,1호기,1호기,1호기,2호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기,1호기,2호기
양품,LOT-130,PNL-19,2019-04-19T09:31,2019-04-19T14:51,2019-04-19T20:31,2019-04-24T23:11,2019-04-29T13:11,2019-04-22T05:21,2019-04-29T22:11,2019-04-29T23:51,2호기,1호기,2호기,1호기,1호기,1호기,1호기,2호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기,1호기,2호기
양품,LOT-130,PNL-20,2019-04-19T10:15,2019-04-19T15:35,2019-04-19T21:15,2019-04-24T23:55,2019-04-29T13:55,2019-04-22T06:05,2019-04-29T22:55,2019-04-30T00:35,2호기,1호기,2호기,1호기,1호기,1호기,1호기,2호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기,1호기,2호기
명점,LOT-131,PNL-01,2019-04-19T11:01,2019-04-19T16:21,2019-04-19T22:01,2019-04-25T00:41,2019-04-29T14:41,2019-04-22T06:50,2019-04-29T23:41,2019-04-30T01:21,2호기,2호기,2호기,1호기,1호기,1호기,1호기,3호기,2호기,1호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기
양품,LOT-131,PNL-02,2019-04-19T11:45,2019-04-19T17:05,2019-04-19T22:45,2019-04-25T01:25,2019-04-29T15:25,2019-04-22T07:34,2019-04-30T00:25,2019-04-30T02:05,2호기,2호기,2호기,1호기,1호기,1호기,1호기,3호기,2호기,1호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기
양품,LOT-131,PNL-03,2019-04-19T12:29,2019-04-19T17:49,2019-04-19T23:29,2019-04-25T02:09,2019-04-29T16:09,2019-04-22T08:18,2019-04-30T01:09,2019-04-30T02:49,2호기,2호기,2호기,1호기,1호기,1호기,1호기,3호기,2호기,1호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기
양품,LOT-131,PNL-04,2019-04-19T13:13,2019-04-19T18:33,2019-04-20T00:13,2019-04-25T02:53,2019-04-29T16:53,2019-04-22T09:02,2019-04-30T01:53,2019-04-30T03:33,2호기,2호기,2호기,1호기,1호기,1호기,1호기,3호기,2호기,1호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기
명점,LOT-131,PNL-05,2019-04-19T13:58,2019-04-19T19:18,2019-04-20T00:58,2019-04-25T03:38,2019-04-29T17:38,2019-04-22T09:47,2019-04-30T02:38,2019-04-30T04:18,2호기,2호기,2호기,1호기,1호기,1호기,1호기,3호기,2호기,1호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기
양품,LOT-131,PNL-06,2019-04-19T14:42,2019-04-19T20:02,2019-04-20T01:42,2019-04-25T04:22,2019-04-29T18:22,2019-04-22T10:31,2019-04-30T03:22,2019-04-30T05:02,2호기,2호기,2호기,1호기,1호기,1호기,1호기,3호기,2호기,1호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기
양품,LOT-131,PNL-07,2019-04-19T15:26,2019-04-19T20:46,2019-04-20T02:26,2019-04-25T05:06,2019-04-29T19:06,2019-04-22T11:15,2019-04-30T04:06,2019-04-30T05:46,2호기,2호기,2호기,1호기,1호기,1호기,1호기,3호기,2호기,1호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기
양품,LOT-131,PNL-08,2019-04-19T16:10,2019-04-19T21:30,2019-04-20T03:10,2019-04-25T05:50,2019-04-29T19:50,2019-04-22T11:59,2019-04-30T04:50,2019-04-30T06:30,2호기,2호기,2호기,1호기,1호기,1호기,1호기,3호기,2호기,1호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기
양품,LOT-131,PNL-09,2019-04-19T16:55,2019-04-19T22:15,2019-04-20T03:55,2019-04-25T06:35,2019-04-29T20:35,2019-04-22T12:44,2019-04-30T05:35,2019-04-30T07:15,2호기,2호기,2호기,1호기,1호기,1호기,1호기,3호기,2호기,1호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기
양품,LOT-131,PNL-10,2019-04-19T17:39,2019-04-19T22:59,2019-04-20T04:39,2019-04-25T07:19,2019-04-29T21:19,2019-04-22T13:28,2019-04-30T06:19,2019-04-30T07:59,2호기,2호기,2호기,1호기,1호기,1호기,1호기,3호기,2호기,1호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기
양품,LOT-131,PNL-11,2019-04-19T18:23,2019-04-19T23:43,2019-04-20T05:23,2019-04-25T08:03,2019-04-29T22:03,2019-04-22T14:12,2019-04-30T07:03,2019-04-30T08:43,2호기,2호기,2호기,1호기,1호기,1호기,1호기,3호기,2호기,1호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기
양품,LOT-131,PNL-12,2019-04-19T19:07,2019-04-20T00:27,2019-04-20T06:07,2019-04-25T08:47,2019-04-29T22:47,2019-04-22T14:56,2019-04-30T07:47,2019-04-30T09:27,2호기,2호기,2호기,1호기,1호기,1호기,1호기,3호기,2호기,1호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기
양품,LOT-131,PNL-13,2019-04-19T19:52,2019-04-20T01:12,2019-04-20T06:52,2019-04-25T09:32,2019-04-29T23:32,2019-04-22T15:41,2019-04-30T08:32,2019-04-30T10:12,2호기,2호기,2호기,1호기,1호기,1호기,1호기,3호기,2호기,1호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기
양품,LOT-131,PNL-14,2019-04-19T20:36,2019-04-20T01:56,2019-04-20T07:36,2019-04-25T10:16,2019-04-30T00:16,2019-04-22T16:25,2019-04-30T09:16,2019-04-30T10:56,2호기,2호기,2호기,1호기,1호기,1호기,1호기,3호기,2호기,1호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기
양품,LOT-131,PNL-15,2019-04-19T21:20,2019-04-20T02:40,2019-04-20T08:20,2019-04-25T11:00,2019-04-30T01:00,2019-04-22T17:09,2019-04-30T10:00,2019-04-30T11:40,2호기,2호기,2호기,1호기,1호기,1호기,1호기,3호기,2호기,1호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기
양품,LOT-131,PNL-16,2019-04-19T22:04,2019-04-20T03:24,2019-04-20T09:04,2019-04-25T11:44,2019-04-30T01:44,2019-04-22T17:53,2019-04-30T10:44,2019-04-30T12:24,2호기,2호기,2호기,1호기,1호기,1호기,1호기,3호기,2호기,1호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기
양품,LOT-131,PNL-17,2019-04-19T22:49,2019-04-20T04:09,2019-04-20T09:49,2019-04-25T12:29,2019-04-30T02:29,2019-04-22T18:38,2019-04-30T11:29,2019-04-30T13:09,2호기,2호기,2호기,1호기,1호기,1호기,1호기,3호기,2호기,1호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기
양품,LOT-131,PNL-18,2019-04-19T23:33,2019-04-20T04:53,2019-04-20T10:33,2019-04-25T13:13,2019-04-30T03:13,2019-04-22T19:22,2019-04-30T12:13,2019-04-30T13:53,2호기,2호기,2호기,1호기,1호기,1호기,1호기,3호기,2호기,1호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기
양품,LOT-131,PNL-19,2019-04-20T00:17,2019-04-20T05:37,2019-04-20T11:17,2019-04-25T13:57,2019-04-30T03:57,2019-04-22T20:06,2019-04-30T12:57,2019-04-30T14:37,2호기,2호기,2호기,1호기,1호기,1호기,1호기,3호기,2호기,1호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기
양품,LOT-131,PNL-20,2019-04-20T01:01,2019-04-20T06:21,2019-04-20T12:01,2019-04-25T14:41,2019-04-30T04:41,2019-04-22T20:50,2019-04-30T13:41,2019-04-30T15:21,2호기,2호기,2호기,1호기,1호기,1호기,1호기,3호기,2호기,1호기,2호기,2호기,2호기,2호기,2호기,2호기,1호기
양품,LOT-132,PNL-01,2019-04-20T01:47,2019-04-20T07:07,2019-04-20T12:47,2019-04-25T15:27,2019-04-30T05:27,2019-04-22T21:35,2019-04-30T14:27,2019-04-30T16:07,1호기,2호기,2호기,1호기,1호기,1호기,2호기,3호기,1호기,1호기,1호기,1호기,2호기,1호기,2호기,2호기,1호기
양품,LOT-132,PNL-02,2019-04-20T02:31,2019-04-20T07:51,2019-04-20T13:31,2019-04-25T16:11,2019-04-30T06:11,2019-04-22T22:19,2019-04-30T15:11,2019-04-30T16:51,1호기,2호기,2호기,1호기,1호기,1호기,2호기,3호기,1호기,1호기,1호기,1호기,2호기,1호기,2호기,2호기,1호기
명점,LOT-132,PNL-03,2019-04-20T03:15,2019-04-20T08:35,2019-04-20T14:15,2019-04-25T16:55,2019-04-30T06:55,2019-04-22T23:03,2019-04-30T15:55,2019-04-30T17:35,1호기,2호기,2호기,1호기,1호기,1호기,2호기,3호기,1호기,1호기,1호기,1호기,2호기,1호기,2호기,2호기,1호기
양품,LOT-132,PNL-05,2019-04-20T04:44,2019-04-20T10:04,2019-04-20T15:44,2019-04-25T18:24,2019-04-30T08:24,2019-04-23T00:32,2019-04-30T17:24,2019-04-30T19:04,1호기,2호기,2호기,1호기,1호기,1호기,2호기,3호기,1호기,1호기,1호기,1호기,2호기,1호기,2호기,2호기,1호기
양품,LOT-132,PNL-06,2019-04-20T05:28,2019-04-20T10:48,2019-04-20T16:28,2019-04-25T19:08,2019-04-30T09:08,2019-04-23T01:16,2019-04-30T18:08,2019-04-30T19:48,1호기,2호기,2호기,1호기,1호기,1호기,2호기,3호기,1호기,1호기,1호기,1호기,2호기,1호기,2호기,2호기,1호기
양품,LOT-132,PNL-07,2019-04-20T06:12,2019-04-20T11:32,2019-04-20T17:12,2019-04-25T19:52,2019-04-30T09:52,2019-04-23T02:00,2019-04-30T18:52,2019-04-30T20:32,1호기,2호기,2호기,1호기,1호기,1호기,2호기,3호기,1호기,1호기,1호기,1호기,2호기,1호기,2호기,2호기,1호기
양품,LOT-132,PNL-08,2019-04-20T06:56,2019-04-20T12:16,2019-04-20T17:56,2019-04-25T20:36,2019-04-30T10:36,2019-04-23T02:44,2019-04-30T19:36,2019-04-30T21:16,1호기,2호기,2호기,1호기,1호기,1호기,2호기,3호기,1호기,1호기,1호기,1호기,2호기,1호기,2호기,2호기,1호기
양품,LOT-132,PNL-09,2019-04-20T07:41,2019-04-20T13:01,2019-04-20T18:41,2019-04-25T21:21,2019-04-30T11:21,2019-04-23T03:29,2019-04-30T20:21,2019-04-30T22:01,1호기,2호기,2호기,1호기,1호기,1호기,2호기,3호기,1호기,1호기,1호기,1호기,2호기,1호기,2호기,2호기,1호기
양품,LOT-132,PNL-10,2019-04-20T08:25,2019-04-20T13:45,2019-04-20T19:25,2019-04-25T22:05,2019-04-30T12:05,2019-04-23T04:13,2019-04-30T21:05,2019-04-30T22:45,1호기,2호기,2호기,1호기,1호기,1호기,2호기,3호기,1호기,1호기,1호기,1호기,2호기,1호기,2호기,2호기,1호기
명점,LOT-132,PNL-11,2019-04-20T09:09,2019-04-20T14:29,2019-04-20T20:09,2019-04-25T22:49,2019-04-30T12:49,2019-04-23T04:57,2019-04-30T21:49,2019-04-30T23:29,1호기,2호기,2호기,1호기,1호기,1호기,2호기,3호기,1호기,1호기,1호기,1호기,2호기,1호기,2호기,2호기,1호기
양품,LOT-132,PNL-12,2019-04-20T09:53,2019-04-20T15:13,2019-04-20T20:53,2019-04-25T23:33,2019-04-30T13:33,2019-04-23T05:41,2019-04-30T22:33,2019-05-01T00:13,1호기,2호기,2호기,1호기,1호기,1호기,2호기,3호기,1호기,1호기,1호기,1호기,2호기,1호기,2호기,2호기,1호기
양품,LOT-132,PNL-13,2019-04-20T10:38,2019-04-20T15:58,2019-04-20T21:38,2019-04-26T00:18,2019-04-30T14:18,2019-04-23T06:26,2019-04-30T23:18,2019-05-01T00:58,1호기,2호기,2호기,1호기,1호기,1호기,2호기,3호기,1호기,1호기,1호기,1호기,2호기,1호기,2호기,2호기,1호기
양품,LOT-132,PNL-14,2019-04-20T11:22,2019-04-20T16:42,2019-04-20T22:22,2019-04-26T01:02,2019-04-30T15:02,2019-04-23T07:10,2019-05-01T00:02,2019-05-01T01:42,1호기,2호기,2호기,1호기,1호기,1호기,2호기,3호기,1호기,1호기,1호기,1호기,2호기,1호기,2호기,2호기,1호기
양품,LOT-132,PNL-15,2019-04-20T12:06,2019-04-20T17:26,2019-04-20T23:06,2019-04-26T01:46,2019-04-30T15:46,2019-04-23T07:54,2019-05-01T00:46,2019-05-01T02:26,1호기,2호기,2호기,1호기,1호기,1호기,2호기,3호기,1호기,1호기,1호기,1호기,2호기,1호기,2호기,2호기,1호기
양품,LOT-132,PNL-16,2019-04-20T12:50,2019-04-20T18:10,2019-04-20T23:50,2019-04-26T02:30,2019-04-30T16:30,2019-04-23T08:38,2019-05-01T01:30,2019-05-01T03:10,1호기,2호기,2호기,1호기,1호기,1호기,2호기,3호기,1호기,1호기,1호기,1호기,2호기,1호기,2호기,2호기,1호기
양품,LOT-132,PNL-17,2019-04-20T13:35,2019-04-20T18:55,2019-04-21T00:35,2019-04-26T03:15,2019-04-30T17:15,2019-04-23T09:23,2019-05-01T02:15,2019-05-01T03:55,1호기,2호기,2호기,1호기,1호기,1호기,2호기,3호기,1호기,1호기,1호기,1호기,2호기,1호기,2호기,2호기,1호기
양품,LOT-132,PNL-18,2019-04-20T14:19,2019-04-20T19:39,2019-04-21T01:19,2019-04-26T03:59,2019-04-30T17:59,2019-04-23T10:07,2019-05-01T02:59,2019-05-01T04:39,1호기,2호기,2호기,1호기,1호기,1호기,2호기,3호기,1호기,1호기,1호기,1호기,2호기,1호기,2호기,2호기,1호기
양품,LOT-132,PNL-19,2019-04-20T15:03,2019-04-20T20:23,2019-04-21T02:03,2019-04-26T04:43,2019-04-30T18:43,2019-04-23T10:51,2019-05-01T03:43,2019-05-01T05:23,1호기,2호기,2호기,1호기,1호기,1호기,2호기,3호기,1호기,1호기,1호기,1호기,2호기,1호기,2호기,2호기,1호기
양품,LOT-132,PNL-20,2019-04-20T15:47,2019-04-20T21:07,2019-04-21T02:47,2019-04-26T05:27,2019-04-30T19:27,2019-04-23T11:35,2019-05-01T04:27,2019-05-01T06:07,1호기,2호기,2호기,1호기,1호기,1호기,2호기,3호기,1호기,1호기,1호기,1호기,2호기,1호기,2호기,2호기,1호기
명점,LOT-133,PNL-01,2019-04-20T16:33,2019-04-20T21:53,2019-04-21T03:33,2019-04-26T06:13,2019-04-30T20:13,2019-04-23T12:20,2019-05-01T05:13,2019-05-01T06:53,2호기,1호기,1호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기
양품,LOT-133,PNL-02,2019-04-20T17:17,2019-04-20T22:37,2019-04-21T04:17,2019-04-26T06:57,2019-04-30T20:57,2019-04-23T13:04,2019-05-01T05:57,2019-05-01T07:37,2호기,1호기,1호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기
양품,LOT-133,PNL-03,2019-04-20T18:01,2019-04-20T23:21,2019-04-21T05:01,2019-04-26T07:41,2019-04-30T21:41,2019-04-23T13:48,2019-05-01T06:41,2019-05-01T08:21,2호기,1호기,1호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기
양품,LOT-133,PNL-04,2019-04-20T18:45,2019-04-21T00:05,2019-04-21T05:45,2019-04-26T08:25,2019-04-30T22:25,2019-04-23T14:32,2019-05-01T07:25,2019-05-01T09:05,2호기,1호기,1호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기
양품,LOT-133,PNL-05,2019-04-20T19:30,2019-04-21T00:50,2019-04-21T06:30,2019-04-26T09:10,2019-04-30T23:10,2019-04-23T15:17,2019-05-01T08:10,2019-05-01T09:50,2호기,1호기,1호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기
명점,LOT-133,PNL-06,2019-04-20T20:14,2019-04-21T01:34,2019-04-21T07:14,2019-04-26T09:54,2019-04-30T23:54,2019-04-23T16:01,2019-05-01T08:54,2019-05-01T10:34,2호기,1호기,1호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기
양품,LOT-133,PNL-07,2019-04-20T20:58,2019-04-21T02:18,2019-04-21T07:58,2019-04-26T10:38,2019-05-01T00:38,2019-04-23T16:45,2019-05-01T09:38,2019-05-01T11:18,2호기,1호기,1호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기
양품,LOT-133,PNL-08,2019-04-20T21:42,2019-04-21T03:02,2019-04-21T08:42,2019-04-26T11:22,2019-05-01T01:22,2019-04-23T17:29,2019-05-01T10:22,2019-05-01T12:02,2호기,1호기,1호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기
양품,LOT-133,PNL-09,2019-04-20T22:27,2019-04-21T03:47,2019-04-21T09:27,2019-04-26T12:07,2019-05-01T02:07,2019-04-23T18:14,2019-05-01T11:07,2019-05-01T12:47,2호기,1호기,1호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기
양품,LOT-133,PNL-10,2019-04-20T23:11,2019-04-21T04:31,2019-04-21T10:11,2019-04-26T12:51,2019-05-01T02:51,2019-04-23T18:58,2019-05-01T11:51,2019-05-01T13:31,2호기,1호기,1호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기
양품,LOT-133,PNL-11,2019-04-20T23:55,2019-04-21T05:15,2019-04-21T10:55,2019-04-26T13:35,2019-05-01T03:35,2019-04-23T19:42,2019-05-01T12:35,2019-05-01T14:15,2호기,1호기,1호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기
양품,LOT-133,PNL-12,2019-04-21T00:39,2019-04-21T05:59,2019-04-21T11:39,2019-04-26T14:19,2019-05-01T04:19,2019-04-23T20:26,2019-05-01T13:19,2019-05-01T14:59,2호기,1호기,1호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기
양품,LOT-133,PNL-13,2019-04-21T01:24,2019-04-21T06:44,2019-04-21T12:24,2019-04-26T15:04,2019-05-01T05:04,2019-04-23T21:11,2019-05-01T14:04,2019-05-01T15:44,2호기,1호기,1호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기
양품,LOT-133,PNL-14,2019-04-21T02:08,2019-04-21T07:28,2019-04-21T13:08,2019-04-26T15:48,2019-05-01T05:48,2019-04-23T21:55,2019-05-01T14:48,2019-05-01T16:28,2호기,1호기,1호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기
양품,LOT-133,PNL-15,2019-04-21T02:52,2019-04-21T08:12,2019-04-21T13:52,2019-04-26T16:32,2019-05-01T06:32,2019-04-23T22:39,2019-05-01T15:32,2019-05-01T17:12,2호기,1호기,1호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기
양품,LOT-133,PNL-16,2019-04-21T03:36,2019-04-21T08:56,2019-04-21T14:36,2019-04-26T17:16,2019-05-01T07:16,2019-04-23T23:23,2019-05-01T16:16,2019-05-01T17:56,2호기,1호기,1호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기
양품,LOT-133,PNL-17,2019-04-21T04:21,2019-04-21T09:41,2019-04-21T15:21,2019-04-26T18:01,2019-05-01T08:01,2019-04-24T00:08,2019-05-01T17:01,2019-05-01T18:41,2호기,1호기,1호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기
양품,LOT-133,PNL-18,2019-04-21T05:05,2019-04-21T10:25,2019-04-21T16:05,2019-04-26T18:45,2019-05-01T08:45,2019-04-24T00:52,2019-05-01T17:45,2019-05-01T19:25,2호기,1호기,1호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기
양품,LOT-133,PNL-19,2019-04-21T05:49,2019-04-21T11:09,2019-04-21T16:49,2019-04-26T19:29,2019-05-01T09:29,2019-04-24T01:36,2019-05-01T18:29,2019-05-01T20:09,2호기,1호기,1호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기
양품,LOT-133,PNL-20,2019-04-21T06:33,2019-04-21T11:53,2019-04-21T17:33,2019-04-26T20:13,2019-05-01T10:13,2019-04-24T02:20,2019-05-01T19:13,2019-05-01T20:53,2호기,1호기,1호기,1호기,2호기,2호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,2호기,2호기,1호기,2호기
양품,LOT-134,PNL-01,2019-04-21T07:19,2019-04-21T12:39,2019-04-21T18:19,2019-04-26T20:59,2019-05-01T10:59,2019-04-24T03:05,2019-05-01T19:59,2019-05-01T21:39,1호기,1호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기
양품,LOT-134,PNL-02,2019-04-21T08:03,2019-04-21T13:23,2019-04-21T19:03,2019-04-26T21:43,2019-05-01T11:43,2019-04-24T03:49,2019-05-01T20:43,2019-05-01T22:23,1호기,1호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기
양품,LOT-134,PNL-03,2019-04-21T08:47,2019-04-21T14:07,2019-04-21T19:47,2019-04-26T22:27,2019-05-01T12:27,2019-04-24T04:33,2019-05-01T21:27,2019-05-01T23:07,1호기,1호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기
양품,LOT-134,PNL-04,2019-04-21T09:31,2019-04-21T14:51,2019-04-21T20:31,2019-04-26T23:11,2019-05-01T13:11,2019-04-24T05:17,2019-05-01T22:11,2019-05-01T23:51,1호기,1호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기
양품,LOT-134,PNL-05,2019-04-21T10:16,2019-04-21T15:36,2019-04-21T21:16,2019-04-26T23:56,2019-05-01T13:56,2019-04-24T06:02,2019-05-01T22:56,2019-05-02T00:36,1호기,1호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기
양품,LOT-134,PNL-06,2019-04-21T11:00,2019-04-21T16:20,2019-04-21T22:00,2019-04-27T00:40,2019-05-01T14:40,2019-04-24T06:46,2019-05-01T23:40,2019-05-02T01:20,1호기,1호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기
양품,LOT-134,PNL-07,2019-04-21T11:44,2019-04-21T17:04,2019-04-21T22:44,2019-04-27T01:24,2019-05-01T15:24,2019-04-24T07:30,2019-05-02T00:24,2019-05-02T02:04,1호기,1호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기
명점,LOT-134,PNL-08,2019-04-21T12:28,2019-04-21T17:48,2019-04-21T23:28,2019-04-27T02:08,2019-05-01T16:08,2019-04-24T08:14,2019-05-02T01:08,2019-05-02T02:48,1호기,1호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기
양품,LOT-134,PNL-09,2019-04-21T13:13,2019-04-21T18:33,2019-04-22T00:13,2019-04-27T02:53,2019-05-01T16:53,2019-04-24T08:59,2019-05-02T01:53,2019-05-02T03:33,1호기,1호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기
양품,LOT-134,PNL-10,2019-04-21T13:57,2019-04-21T19:17,2019-04-22T00:57,2019-04-27T03:37,2019-05-01T17:37,2019-04-24T09:43,2019-05-02T02:37,2019-05-02T04:17,1호기,1호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기
양품,LOT-134,PNL-11,2019-04-21T14:41,2019-04-21T20:01,2019-04-22T01:41,2019-04-27T04:21,2019-05-01T18:21,2019-04-24T10:27,2019-05-02T03:21,2019-05-02T05:01,1호기,1호기,2호기,2호기,1호기,1호기,2호기,2호기,2호기,1호기,1호기,1호기,2호기,2호기,1호기,2호기,2호기
